"title","speaker","lines"
"What'd I Miss","COMPANY","Mr. Jefferson, welcome home"
"What'd I Miss","COMPANY","Sir, you've been off in Paris for so long!"
"What'd I Miss","JEFFERSON","So what did I miss?"
"Cabinet Battle #1","WASHINGTON","Ladies and gentlemen, you coulda been anywhere in the world tonight, but you're here with us in New York City. Are you ready for a cabinet meeting???"
"Cabinet Battle #1","WASHINGTON","The issue on the table: Secretary Hamilton's plan to assume state debt and establish a national bank. Secretary Jefferson, you have the floor, sir"
"Cabinet Battle #1","JEFFERSON","""Life, liberty and the pursuit of happiness."""
"Cabinet Battle #1","JEFFERSON","We fought for these ideals; we shouldn't settle for less"
"Cabinet Battle #1","JEFFERSON","These are wise words, enterprising men quote 'em"
"Cabinet Battle #1","JEFFERSON","Don't act surprised, you guys, cuz I wrote 'em"
"Cabinet Battle #1","JEFFERSON/MADISON","Oww"
"Cabinet Battle #1","JEFFERSON","But Hamilton forgets"
"Cabinet Battle #1","JEFFERSON","His plan would have the government assume state's debts"
"Cabinet Battle #1","JEFFERSON","Now, place your bets as to who that benefits:"
"Cabinet Battle #1","JEFFERSON","The very seat of government where Hamilton sits"
"Cabinet Battle #1","HAMILTON","Not true!"
"Cabinet Battle #1","JEFFERSON","Ooh, if the shoe fits, wear it"
"Cabinet Battle #1","JEFFERSON","If New York's in debt-"
"Cabinet Battle #1","JEFFERSON","Why should Virginia bear it? Uh! Our debts are paid, I'm afraid"
"Cabinet Battle #1","JEFFERSON","Don't tax the South cuz we got it made in the shade"
"Cabinet Battle #1","JEFFERSON","In Virginia, we plant seeds in the ground"
"Cabinet Battle #1","JEFFERSON","We create. You just wanna move our money around"
"Cabinet Battle #1","JEFFERSON","This financial plan is an outrageous demand"
"Cabinet Battle #1","JEFFERSON","And it's too many damn pages for any man to understand"
"Cabinet Battle #1","JEFFERSON","Stand with me in the land of the free"
"Cabinet Battle #1","JEFFERSON","And pray to God we never see Hamilton's candidacy"
"Cabinet Battle #1","JEFFERSON","Look, when Britain taxed our tea, we got frisky"
"Cabinet Battle #1","JEFFERSON","Imagine what gon' happen when you try to tax our whisky"
"Cabinet Battle #1","WASHINGTON","Thank you, Secretary Jefferson"
"Cabinet Battle #1","CROWD","That's my alcohol!"
"Cabinet Battle #1","WASHINGTON","Secretary Hamilton, your response"
"Cabinet Battle #1","HAMILTON","Thomas. That was a real nice declaration"
"Cabinet Battle #1","HAMILTON","Welcome to the present, we're running a real nation"
"Cabinet Battle #1","HAMILTON","Would you like to join us, or stay mellow"
"Cabinet Battle #1","HAMILTON","Doin' whatever the hell it is you do in Monticello?"
"Cabinet Battle #1","HAMILTON","If we assume the debts, the union gets"
"Cabinet Battle #1","HAMILTON","A new line of credit, a financial diuretic"
"Cabinet Battle #1","HAMILTON","How do you not get it? If we're aggressive and competitive"
"Cabinet Battle #1","HAMILTON","The union gets a boost. You'd rather give it a sedative?"
"Cabinet Battle #1","HAMILTON","A civics lesson from a slaver. Hey neighbor"
"Cabinet Battle #1","HAMILTON","Your debts are paid cuz you don't pay for labor"
"Cabinet Battle #1","HAMILTON","""We plant seeds in the South. We create."""
"Cabinet Battle #1","HAMILTON","Yeah, keep ranting"
"Cabinet Battle #1","HAMILTON","We know who's really doing the planting"
"Cabinet Battle #1","HAMILTON","And another thing, Mr. Age of Enlightenment"
"Cabinet Battle #1","HAMILTON","Don't lecture me about the war, you didn't fight in it"
"Cabinet Battle #1","HAMILTON","You think I'm frightened of you, man?"
"Cabinet Battle #1","HAMILTON","We almost died in the trench"
"Cabinet Battle #1","HAMILTON","While you were off getting high with the French"
"Cabinet Battle #1","HAMILTON","Thomas Jefferson, always hesitant with the President"
"Cabinet Battle #1","HAMILTON","Reticent-there isn't a plan he doesn't jettison"
"Cabinet Battle #1","HAMILTON","Madison, you're mad as a hatter, son, take your medicine"
"Cabinet Battle #1","HAMILTON","Damn, you're in worse shape than the national debt is in"
"Cabinet Battle #1","HAMILTON","Sittin' there useless as two shits"
"Cabinet Battle #1","HAMILTON","Hey, turn around, bend over, I'll show you"
"Cabinet Battle #1","HAMILTON","Where my shoe fits"
"Cabinet Battle #1","WASHINGTON","Excuse me? Madison, Jefferson, take a walk! Hamilton, take a walk! We'll reconvene after a brief recess. Hamilton!"
"Cabinet Battle #1","HAMILTON","Sir!"
"Cabinet Battle #1","WASHINGTON","A word"
"Cabinet Battle #1","MADISON","You don't have the votes"
"Cabinet Battle #1","JEFFERSON/MADISON","You don't have the votes"
"Cabinet Battle #1","JEFFERSON","Aha-ha-ha ha!"
"Cabinet Battle #1","JEFFERSON/MADISON","You're gonna need congressional approval and you don't have the votes"
"Cabinet Battle #1","JEFFERSON","Such a blunder sometimes it makes me wonder why I even bring the thunder"
"Cabinet Battle #1","MADISON","Why he even brings the thunder..."
"Cabinet Battle #1","WASHINGTON","You wanna pull yourself together?"
"Cabinet Battle #1","HAMILTON","I'm sorry, these Virginians are birds of a feather"
"Cabinet Battle #1","WASHINGTON","Young man, I'm from Virginia, so watch your mouth"
"Cabinet Battle #1","HAMILTON","So we let Congress get held hostage by the South?"
"Cabinet Battle #1","WASHINGTON","You need the votes"
"Cabinet Battle #1","HAMILTON","No, we need bold strokes. We need this plan"
"Cabinet Battle #1","WASHINGTON","No, you need to convince more folks"
"Cabinet Battle #1","HAMILTON","James Madison won't talk to me, that's a nonstarter"
"Cabinet Battle #1","WASHINGTON","Winning was easy, young man. Governing's harder"
"Cabinet Battle #1","HAMILTON","They're being intransigent"
"Cabinet Battle #1","WASHINGTON","You have to find a compromise"
"Cabinet Battle #1","HAMILTON","But they don't have a plan, they just hate mine!"
"Cabinet Battle #1","WASHINGTON","Convince them otherwise"
"Cabinet Battle #1","HAMILTON","What happens if I don't get congressional approval?"
"Cabinet Battle #1","WASHINGTON","I imagine they'll call for your removal"
"Cabinet Battle #1","HAMILTON","Sir-"
"Cabinet Battle #1","WASHINGTON","Figure it out, Alexander. That's an order from your commander"
"Take A Break","ELIZA","Un deux trois quatre"
"Take A Break","ELIZA","Cinq six sept huit neuf "
"Take A Break","PHILIP","Un deux trois quatre"
"Take A Break","PHILIP","Cinq six sept huit neuf"
"Take A Break","ELIZA","Good! Un deux trois quatre"
"Take A Break","ELIZA","Cinq six sept huit neuf "
"Take A Break","PHILIP","Un deux trois quatre"
"Take A Break","PHILIP","Cinq six sept huit neuf"
"Take A Break","ELIZA","Sept huit neuf-"
"Take A Break","PHILIP","Sept huit neuf-"
"Take A Break","ELIZA","Sept huit neuf-"
"Take A Break","PHILIP","Sept huit neuf-"
"Take A Break","ELIZA/PHILIP","One two three four five six seven eight nine!"
"Take A Break","HAMILTON","My dearest, Angelica"
"Take A Break","HAMILTON","""Tomorrow and tomorrow and tomorrow"
"Take A Break","HAMILTON","Creeps in this petty pace from day to day"""
"Take A Break","HAMILTON","I trust you'll understand the reference to"
"Take A Break","HAMILTON","Another Scottish tragedy without my having to name the play"
"Take A Break","HAMILTON","They think me Macbeth, and ambition is my folly"
"Take A Break","HAMILTON","I'm a polymath, a pain in the ass, a massive pain"
"Take A Break","HAMILTON","Madison is Banquo, Jefferson's Macduff"
"Take A Break","HAMILTON","And Birnam Wood is Congress on its way to Dunsinane"
"Take A Break","ANGELICA/HAMILTON","And there you are, an ocean away"
"Take A Break","ANGELICA/HAMILTON","Do you have to live an ocean away?"
"Take A Break","ANGELICA/HAMILTON","Thoughts of you subside"
"Take A Break","ANGELICA/HAMILTON","Then I get another letter"
"Take A Break","ANGELICA/HAMILTON","I cannot put the notion away..."
"Take A Break","ELIZA","Take a break"
"Take A Break","HAMILTON","I am on my way"
"Take A Break","ELIZA","There's a little surprise before supper"
"Take A Break","ELIZA","And it cannot wait"
"Take A Break","HAMILTON","I'll be there in just a minute, save my plate"
"Take A Break","ELIZA","Alexander-"
"Take A Break","HAMILTON","Okay, okay-"
"Take A Break","ELIZA","Your son is nine years old today"
"Take A Break","ELIZA","And he has something that he'd like to say"
"Take A Break","ELIZA","He's been practicing all day"
"Take A Break","ELIZA","Philip, take it away-"
"Take A Break","PHILIP","Daddy, daddy, look-"
"Take A Break","PHILIP","My name is Philip"
"Take A Break","PHILIP","I am a poet"
"Take A Break","PHILIP","I wrote this poem just"
"Take A Break","PHILIP","To show it"
"Take A Break","PHILIP","And I just turned nine"
"Take A Break","PHILIP","You can write rhymes"
"Take A Break","PHILIP","But you can't write mine"
"Take A Break","HAMILTON","What!"
"Take A Break","PHILIP","I practice French"
"Take A Break","PHILIP","And play piano with my mother "
"Take A Break","HAMILTON","Uh-huh!"
"Take A Break","PHILIP","I have a sister"
"Take A Break","PHILIP","But I want a little brother "
"Take A Break","HAMILTON","Okay!"
"Take A Break","PHILIP","My daddy's trying to start America's bank"
"Take A Break","PHILIP","Un deux trois quatre cinq! "
"Take A Break","HAMILTON","Bravo!"
"Take A Break","ELIZA","Take a break"
"Take A Break","HAMILTON","Hey, our kid is pretty great"
"Take A Break","ELIZA","Run away with us for the summer"
"Take A Break","ELIZA","Let's go upstate"
"Take A Break","HAMILTON","Eliza, I've got so much on my plate"
"Take A Break","ELIZA","We can all go stay with my father"
"Take A Break","ELIZA","There's a lake I know..."
"Take A Break","HAMILTON","I know"
"Take A Break","ELIZA","In a nearby park"
"Take A Break","HAMILTON","I'd love to go"
"Take A Break","ELIZA","You and I can go when the night gets dark..."
"Take A Break","HAMILTON","I will try to get away"
"Take A Break","ANGELICA","My dearest Alexander"
"Take A Break","ANGELICA","You must get through to Jefferson"
"Take A Break","ANGELICA","Sit down with him and compromise"
"Take A Break","ANGELICA","Don't stop 'til you agree"
"Take A Break","ANGELICA","Your fav'rite older sister"
"Take A Break","ANGELICA","Angelica, reminds you"
"Take A Break","ANGELICA","There's someone in your corner all the way across the sea"
"Take A Break","ANGELICA","In a letter I received from you two weeks ago"
"Take A Break","ANGELICA","I noticed a comma in the middle of a phrase"
"Take A Break","ANGELICA","It changed the meaning. Did you intend this?"
"Take A Break","ANGELICA","One stroke and you've consumed my waking days"
"Take A Break","ANGELICA","It says:"
"Take A Break","ANGELICA/HAMILTON","""My dearest Angelica"""
"Take A Break","ANGELICA","With a comma after ""dearest."" You've written"
"Take A Break","ANGELICA/HAMILTON","""My dearest, Angelica"""
"Take A Break","ANGELICA","Anyway, all this to say"
"Take A Break","ANGELICA","I'm coming home this summer"
"Take A Break","ANGELICA","At my sister's invitation"
"Take A Break","ANGELICA","I'll be there with your fam'ly"
"Take A Break","ANGELICA","If you make your way upstate"
"Take A Break","ANGELICA","I know you're very busy"
"Take A Break","ANGELICA","I know your work's important"
"Take A Break","ANGELICA","But I'm crossing the ocean and I just can't wait"
"Take A Break","ANGELICA/HAMILTON","You won't be an ocean away"
"Take A Break","ANGELICA/HAMILTON","You will only be a moment away..."
"Take A Break","ELIZA","Alexander, come downstairs. Angelica's arriving today!"
"Take A Break","ELIZA","Angelica!"
"Take A Break","ANGELICA","Eliza!"
"Take A Break","HAMILTON","The Schuyler sisters!"
"Take A Break","ANGELICA","Alexander"
"Take A Break","HAMILTON","Hi"
"Take A Break","ANGELICA","It's good to see your face"
"Take A Break","ELIZA","Angelica, tell this man John Adams spends the summer with his family"
"Take A Break","HAMILTON","Angelica, tell my wife John Adams doesn't have a real job anyway"
"Take A Break","ANGELICA","...you're not joining us? Wait"
"Take A Break","HAMILTON","I'm afraid I cannot join you upstate"
"Take A Break","ANGELICA","Alexander, I came all this way"
"Take A Break","ELIZA","She came all this way-"
"Take A Break","ANGELICA","All this way-"
"Take A Break","ANGELICA/ELIZA","Take a break"
"Take A Break","HAMILTON","You know I have to get my plan through Congress"
"Take A Break","ANGELICA/ELIZA","Run away with us for the summer"
"Take A Break","ANGELICA/ELIZA","Let's go upstate"
"Take A Break","HAMILTON","I lose my job if we don't get this plan through Congress"
"Take A Break","ANGELICA/ELIZA","We can all go stay with our father"
"Take A Break","ELIZA","There's a lake I know"
"Take A Break","ANGELICA","I know I'll miss your face-"
"Take A Break","ELIZA","In a nearby park"
"Take A Break","ANGELICA","Screw your courage to the sticking place-"
"Take A Break","ELIZA","You and I can go"
"Take A Break","ANGELICA","Eliza's right-"
"Take A Break","ELIZA","Take a break and get away- "
"Take A Break","ANGELICA","Take a break"
"Take A Break","ANGELICA","Run away with us for the summer-"
"Take A Break","ELIZA","Let's go upstate "
"Take A Break","ANGELICA","Let's go upstate"
"Take A Break","ELIZA","Where we can stay"
"Take A Break","ANGELICA","We can all go stay with our father"
"Take A Break","ANGELICA/ELIZA","If you take your time-"
"Take A Break","ELIZA","Look around, look around"
"Take A Break","ELIZA","At how lucky we are to be alive right now- "
"Take A Break","ANGELICA","You will make your mark"
"Take A Break","ANGELICA","Close your eyes and dream-"
"Take A Break","ELIZA","We can go-"
"Take A Break","ELIZA","When the night gets dark "
"Take A Break","ANGELICA","When the night gets dark"
"Take A Break","ELIZA","Take a break "
"Take A Break","ANGELICA","Take a break"
"Take A Break","HAMILTON","I have to get my plan through Congress"
"Take A Break","HAMILTON","I can't stop until I get this plan through Congress"
"Say No To This","BURR","There's nothing like summer in the city"
"Say No To This","BURR","Someone under stress meets someone looking pretty"
"Say No To This","BURR","There's trouble in the air, you can smell it"
"Say No To This","BURR","And Alexander's by himself. I'll let him tell it"
"Say No To This","HAMILTON","I hadn't slept in a week"
"Say No To This","HAMILTON","I was weak, I was awake"
"Say No To This","HAMILTON","You never seen a bastard orphan"
"Say No To This","HAMILTON","More in need of a break"
"Say No To This","HAMILTON","Longing for Angelica"
"Say No To This","HAMILTON","Missing my wife"
"Say No To This","HAMILTON","That's when Miss Maria Reynolds walked into my life, she said:"
"Say No To This","MARIA","I know you are a man of honor"
"Say No To This","MARIA","I'm so sorry to bother you at home"
"Say No To This","MARIA","But I don't know where to go, and I came here all alone..."
"Say No To This","HAMILTON","She said:"
"Say No To This","MARIA","My husband's doin' me wrong"
"Say No To This","MARIA","Beatin' me, cheatin' me, mistreatin' me..."
"Say No To This","MARIA","Suddenly he's up and gone"
"Say No To This","MARIA","I don't have the means to go on"
"Say No To This","HAMILTON","So I offered her a loan, I offered to walk her home, she said"
"Say No To This","MARIA","You're too kind, sir"
"Say No To This","HAMILTON","I gave her thirty bucks that I had socked away"
"Say No To This","HAMILTON","She lived a block away, she said:"
"Say No To This","MARIA","This one's mine, sir"
"Say No To This","HAMILTON","Then I said, ""well, I should head back home,"""
"Say No To This","HAMILTON","She turned red, she led me to her bed"
"Say No To This","HAMILTON","Let her legs spread and said:"
"Say No To This","MARIA","Stay?"
"Say No To This","HAMILTON","Hey..."
"Say No To This","MARIA","Hey..."
"Say No To This","HAMILTON","That's when I began to pray:"
"Say No To This","HAMILTON","Lord, show me how to"
"Say No To This","HAMILTON","Say no to this"
"Say No To This","HAMILTON","I don't know how to"
"Say No To This","HAMILTON","Say no to this"
"Say No To This","HAMILTON","But my God, she looks so helpless"
"Say No To This","HAMILTON","And her body's saying, ""hell, yes"""
"Say No To This","MARIA","Whoa..."
"Say No To This","HAMILTON","Nooo, show me how to"
"Say No To This","HAMILTON & ENSEMBLE","Say no to this"
"Say No To This","HAMILTON","I don't know how to"
"Say No To This","HAMILTON & ENSEMBLE","Say no to this"
"Say No To This","HAMILTON","In my mind, I'm tryin' to go"
"Say No To This","ENSEMBLE","Go! Go! Go!"
"Say No To This","HAMILTON","Then her mouth is on mine, and I don't say..."
"Say No To This","ENSEMBLE","No! No!"
"Say No To This","ENSEMBLE","Say no to this!"
"Say No To This","ENSEMBLE","No! No!"
"Say No To This","ENSEMBLE","Say no to this!"
"Say No To This","ENSEMBLE","No! No!"
"Say No To This","ENSEMBLE","Say no to this!"
"Say No To This","ENSEMBLE","No! No!"
"Say No To This","ENSEMBLE","Say no to this!"
"Say No To This","HAMILTON","I wish I could say that was the last time"
"Say No To This","HAMILTON","I said that last time. It became a pastime"
"Say No To This","HAMILTON","A month into this endeavor I received a letter"
"Say No To This","HAMILTON","From a Mr. James Reynolds, even better, it said:"
"Say No To This","JAMES REYNOLDS","Dear Sir, I hope this letter finds you in good health"
"Say No To This","JAMES REYNOLDS","And in a prosperous enough position to put wealth"
"Say No To This","JAMES REYNOLDS","In the pockets of people like me: down on their luck"
"Say No To This","JAMES REYNOLDS","You see, that was my wife who you decided to"
"Say No To This","HAMILTON","Fuuuu-"
"Say No To This","JAMES REYNOLDS","Uh-oh! You made the wrong sucker a cuckold"
"Say No To This","JAMES REYNOLDS","So time to pay the piper for the pants you unbuckled"
"Say No To This","JAMES REYNOLDS","And hey, you can keep seein' my whore wife"
"Say No To This","JAMES REYNOLDS","If the price is right: if not I'm telling your wife"
"Say No To This","HAMILTON","I hid the letter and I raced to her place"
"Say No To This","HAMILTON","Screamed"
"Say No To This","HAMILTON","""How could you?!"" in her face"
"Say No To This","HAMILTON","She said:"
"Say No To This","MARIA","No, sir!"
"Say No To This","HAMILTON","Half dressed, apologetic. A mess, she looked"
"Say No To This","HAMILTON","Pathetic, she cried:"
"Say No To This","MARIA","Please don't go, sir!"
"Say No To This","HAMILTON","So was your whole story a setup?"
"Say No To This","MARIA","I don't know about any letter!"
"Say No To This","HAMILTON","Stop crying"
"Say No To This","HAMILTON","Goddamnit, get up!"
"Say No To This","MARIA","I didn't know any better"
"Say No To This","HAMILTON","I am ruined..."
"Say No To This","MARIA","Please don't leave me with him helpless "
"Say No To This","HAMILTON","I am helpless-how could I do this?"
"Say No To This","MARIA","Just give him what he wants and you can have me"
"Say No To This","HAMILTON","I don't want you"
"Say No To This","MARIA","Whatever you want "
"Say No To This","HAMILTON","I don't want you"
"Say No To This","MARIA","If you pay "
"Say No To This","HAMILTON","I don't..."
"Say No To This","MARIA","You can stay"
"Say No To This","HAMILTON","Lord, show me how to"
"Say No To This","HAMILTON","Say no to this "
"Say No To This","ENSEMBLE","Say no to this!"
"Say No To This","MARIA","Tonight "
"Say No To This","HAMILTON","I don't know how to"
"Say No To This","ENSEMBLE","Say no to this!"
"Say No To This","HAMILTON","Say no to this'"
"Say No To This","HAMILTON","Cause the situation's helpless "
"Say No To This","MARIA","Helpless"
"Say No To This","HAMILTON","And her body's screaming,"
"Say No To This","HAMILTON","""Hell, yes"""
"Say No To This","MARIA","Whoa!"
"Say No To This","MARIA","How can you "
"Say No To This","HAMILTON","No, show me how to"
"Say No To This","ENSEMBLE","Say no to this!"
"Say No To This","MARIA","Say no to this? "
"Say No To This","HAMILTON","Say no to this"
"Say No To This","ENSEMBLE","Say no to this!"
"Say No To This","HAMILTON","How can I say no to this?"
"Say No To This","HAMILTON","There is nowhere I can go "
"Say No To This","ENSEMBLE","Go! Go! Go!"
"Say No To This","HAMILTON","When her body's on mine I do not say... "
"Say No To This","ENSEMBLE","No!"
"Say No To This","HAMILTON","Yes "
"Say No To This","MARIA","Yes!"
"Say No To This","ENSEMBLE","Say no to this!"
"Say No To This","ENSEMBLE","No!"
"Say No To This","HAMILTON","Yes "
"Say No To This","MARIA","Yes!"
"Say No To This","ENSEMBLE","Say no to this!"
"Say No To This","ENSEMBLE","No!"
"Say No To This","HAMILTON","Yes "
"Say No To This","MARIA","Yes!"
"Say No To This","ENSEMBLE","Say no to this!"
"Say No To This","ENSEMBLE","No!"
"Say No To This","HAMILTON","Yes "
"Say No To This","MARIA","Yes!"
"Say No To This","ENSEMBLE","Say no to this!"
"Say No To This","HAMILTON","Say no to this..."
"Say No To This","HAMILTON","I don't say no to this "
"Say No To This","MARIA","Don't say no to this"
"Say No To This","HAMILTON","There is nowhere I can go"
"Say No To This","ENSEMBLE","Go go go..."
"Say No To This","JAMES REYNOLDS","So?"
"Say No To This","HAMILTON","Nobody needs to know"
"The Room Where It Happens","BURR","Ah, Mister Secretary"
"The Room Where It Happens","HAMILTON","Mister Burr, sir"
"The Room Where It Happens","BURR","Didja hear the news about good old General Mercer?"
"The Room Where It Happens","HAMILTON","No"
"The Room Where It Happens","BURR","You know Clermont Street?"
"The Room Where It Happens","HAMILTON","Yeah"
"The Room Where It Happens","BURR","They renamed it after him. The Mercer legacy is secure"
"The Room Where It Happens","HAMILTON","Sure"
"The Room Where It Happens","BURR","And all he had to do was die"
"The Room Where It Happens","HAMILTON","That's a lot less work"
"The Room Where It Happens","BURR","We oughta give it a try"
"The Room Where It Happens","HAMILTON","Ha"
"The Room Where It Happens","BURR","Now how're you gonna get your debt plan through?"
"The Room Where It Happens","HAMILTON","I guess I'm gonna fin'ly have to listen to you"
"The Room Where It Happens","BURR","Really?"
"The Room Where It Happens","HAMILTON","""Talk less. Smile more."""
"The Room Where It Happens","BURR","Ha"
"The Room Where It Happens","HAMILTON","Do whatever it takes to get my plan on the Congress floor"
"The Room Where It Happens","BURR","Now, Madison and Jefferson are merciless."
"The Room Where It Happens","HAMILTON","Well, hate the sin, love the sinner"
"The Room Where It Happens","MADISON","Hamilton!"
"The Room Where It Happens","HAMILTON","I'm sorry Burr, I've gotta go"
"The Room Where It Happens","BURR","But-"
"The Room Where It Happens","HAMILTON","Decisions are happening over dinner"
"The Room Where It Happens","BURR","Two Virginians and an immigrant walk into a room"
"The Room Where It Happens","BURR & ENSEMBLE","Diametric'ly opposed, foes"
"The Room Where It Happens","BURR","They emerge with a compromise, having opened doors that were"
"The Room Where It Happens","BURR & ENSEMBLE","Previously closed"
"The Room Where It Happens","ENSEMBLE","Bros"
"The Room Where It Happens","BURR","The immigrant emerges with unprecedented financial power"
"The Room Where It Happens","BURR","A system he can shape however he wants"
"The Room Where It Happens","BURR","The Virginians emerge with the nation's capital"
"The Room Where It Happens","BURR","And here's the pièce de résistance:"
"The Room Where It Happens","BURR","No one else was in"
"The Room Where It Happens","BURR","The room where it happened"
"The Room Where It Happens","BURR","The room where it happened"
"The Room Where It Happens","BURR","The room where it happened"
"The Room Where It Happens","BURR","No one else was in"
"The Room Where It Happens","BURR","The room where it happened "
"The Room Where It Happens","ENSEMBLE","The room where it happened"
"The Room Where It Happens","BURR","The room where it happened"
"The Room Where It Happens","BURR","The room where it happened "
"The Room Where It Happens","ENSEMBLE","The room where it happened"
"The Room Where It Happens","BURR","No one really knows how the game is played "
"The Room Where It Happens","ENSEMBLE","Game is played"
"The Room Where It Happens","BURR","The art of the trade"
"The Room Where It Happens","BURR","How the sausage gets made "
"The Room Where It Happens","ENSEMBLE","How the sausage gets made"
"The Room Where It Happens","BURR","We just assume that it happens "
"The Room Where It Happens","ENSEMBLE","Assume that it happens"
"The Room Where It Happens","BURR","But no one else is in"
"The Room Where It Happens","BURR","The room where it happens. "
"The Room Where It Happens","ENSEMBLE","The room where it happens."
"The Room Where It Happens","BURR & ENSEMBLE","Thomas claims-"
"The Room Where It Happens","JEFFERSON","Alexander was on Washington's doorstep one day"
"The Room Where It Happens","JEFFERSON","In distress 'n disarray"
"The Room Where It Happens","BURR & ENSEMBLE","Thomas claims-"
"The Room Where It Happens","JEFFERSON","Alexander said-"
"The Room Where It Happens","HAMILTON","I've nowhere else to turn!"
"The Room Where It Happens","JEFFERSON","And basic'ly begged me to join the fray"
"The Room Where It Happens","BURR & ENSEMBLE","Thomas claims-"
"The Room Where It Happens","JEFFERSON","I approached Madison and said-"
"The Room Where It Happens","JEFFERSON","""I know you hate 'im, but let's hear what he has to say."""
"The Room Where It Happens","BURR & ENSEMBLE","Thomas claims-"
"The Room Where It Happens","JEFFERSON","Well, I arranged the meeting"
"The Room Where It Happens","JEFFERSON","I arranged the menu, the venue, the seating"
"The Room Where It Happens","BURR","But!"
"The Room Where It Happens","BURR","No one else was in-"
"The Room Where It Happens","BURR & COMPANY","The room where it happened"
"The Room Where It Happens","BURR & COMPANY","The room where it happened"
"The Room Where It Happens","BURR & COMPANY","The room where it happened"
"The Room Where It Happens","BURR","No one else was in-"
"The Room Where It Happens","BURR & COMPANY","The room where it happened"
"The Room Where It Happens","BURR & COMPANY","The room where it happened"
"The Room Where It Happens","BURR & COMPANY","The room where it happened"
"The Room Where It Happens","BURR","No one really knows how the"
"The Room Where It Happens","BURR","Parties get to yesssss "
"The Room Where It Happens","COMPANY","Parties get to yesssss"
"The Room Where It Happens","BURR","The pieces that are sacrificed in "
"The Room Where It Happens","COMPANY","Ev'ry game of chesssss"
"The Room Where It Happens","BURR","Ev'ry game of chesssss"
"The Room Where It Happens","BURR","We just assume that it happens "
"The Room Where It Happens","COMPANY","Assume that it happens"
"The Room Where It Happens","BURR","But no one else is in "
"The Room Where It Happens","COMPANY","The room where it happens"
"The Room Where It Happens","BURR","The room where it happens"
"The Room Where It Happens","COMPANY","Meanwhile-"
"The Room Where It Happens","BURR","Madison is grappling with the fact that not ev'ry issue can be settled by committee"
"The Room Where It Happens","COMPANY","Meanwhile-"
"The Room Where It Happens","BURR","Congress is fighting over where to put the capital-"
"The Room Where It Happens","COMPANY","{screams in chaos}"
"The Room Where It Happens","BURR","It isn't pretty"
"The Room Where It Happens","BURR","Then Jefferson approaches with a dinner and invite"
"The Room Where It Happens","BURR","And Madison responds with Virginian insight:"
"The Room Where It Happens","MADISON","Maybe we can solve one problem with another and win a victory for the Southerners, in other words-"
"The Room Where It Happens","JEFFERSON","Oh-ho!"
"The Room Where It Happens","MADISON","A quid pro quo"
"The Room Where It Happens","JEFFERSON","I suppose"
"The Room Where It Happens","MADISON","Wouldn't you like to work a little closer to home?"
"The Room Where It Happens","JEFFERSON","Actually, I would"
"The Room Where It Happens","MADISON","Well, I propose the Potomac"
"The Room Where It Happens","JEFFERSON","And you'll provide him his votes?"
"The Room Where It Happens","MADISON","Well, we'll see how it goes"
"The Room Where It Happens","JEFFERSON","Let's go"
"The Room Where It Happens","BURR","No!"
"The Room Where It Happens","COMPANY","-one else was in"
"The Room Where It Happens","COMPANY","The room where it happened"
"The Room Where It Happens","BURR & COMPANY","The room where it happened"
"The Room Where It Happens","BURR & COMPANY","The room where it happened"
"The Room Where It Happens","BURR & COMPANY","No one else was in"
"The Room Where It Happens","BURR & COMPANY","The room where it happened"
"The Room Where It Happens","BURR & COMPANY","The room where it happened"
"The Room Where It Happens","BURR & COMPANY","The room where it happened"
"The Room Where It Happens","BURR","My God!"
"The Room Where It Happens","BURR & COMPANY","In God we trust"
"The Room Where It Happens","BURR & COMPANY","But we'll never really know what got discussed"
"The Room Where It Happens","BURR & COMPANY","Click-boom then it happened"
"The Room Where It Happens","BURR","And no one else was in the room where it happened"
"The Room Where It Happens","COMPANY","Alexander Hamilton!"
"The Room Where It Happens","BURR","What did they say to you to get you to sell New York City down the river?"
"The Room Where It Happens","COMPANY","Alexander Hamilton!"
"The Room Where It Happens","BURR","Did Washington know about the dinner?"
"The Room Where It Happens","BURR","Was there Presidential pressure to deliver?"
"The Room Where It Happens","COMPANY","Alexander Hamilton!"
"The Room Where It Happens","BURR","Or did you know, even then, it doesn't matter"
"The Room Where It Happens","BURR","Where you put the U.S. Capital"
"The Room Where It Happens","HAMILTON","Cuz we'll have the banks"
"The Room Where It Happens","HAMILTON","We're in the same spot"
"The Room Where It Happens","BURR","You got more than you gave"
"The Room Where It Happens","HAMILTON","And I wanted what I got"
"The Room Where It Happens","HAMILTON","When you got skin in the game, you stay in the game"
"The Room Where It Happens","HAMILTON","But you don't get a win unless you play in the game"
"The Room Where It Happens","HAMILTON","Oh, you get love for it. You get hate for it"
"The Room Where It Happens","HAMILTON","You get nothing if you..."
"The Room Where It Happens","HAMILTON & COMPANY","Wait for it, wait for it, wait!"
"The Room Where It Happens","HAMILTON","God help and forgive me"
"The Room Where It Happens","HAMILTON","I wanna build"
"The Room Where It Happens","HAMILTON","Something that's gonna"
"The Room Where It Happens","HAMILTON","Outlive me"
"The Room Where It Happens","HAMILTON/JEFFERSON/MADISON/WASHINGTON","What do you want, Burr?"
"The Room Where It Happens","COMPANY","What do you want, Burr?"
"The Room Where It Happens","HAMILTON/JEFFERSON/MADISON/WASHINGTON","What do you want, Burr?"
